comment_id,user,date,body
2470935744,dbluhm,2024-11-12T16:06:10+00:00,This should now be solved by #1172
2477761824,mixmix,2024-11-15T01:22:46+00:00,"This lead to the development of the ""connectionless"" features for issuance and verification. I'm closing this issue :heart: "
