comment_id,user,date,body
2489406780,nicksteele,2024-11-20T19:41:39+00:00,Why is it only for `document.domain`-related business? Unclear why we can't use effective domain. 
2490147439,annevk,2024-11-21T06:01:57+00:00,Because the domain field is only set when `document.domain` is used. Generally that's an internal field for the HTML Standard.
