comment_id,user,date,body
2480723535,mwherman2000,2024-11-16T18:29:09+00:00,"For example, is the ToIP Glossary acceptable to a majority of people? e.g. https://glossary.trustoverip.org/#term:did-document @talltree "
2480728976,mwherman2000,2024-11-16T18:32:34+00:00,"Digging deeper, it would be awesome if the DID Method category hierarchy (https://github.com/decentralized-identity/did-methods/issues/2) also tied into whatever glossary/taxtonomy solution we decide on."
