comment_id,user,date,body
2468981827,dlongley,2024-11-11T20:37:29+00:00,"Indexes are computed in [`createDisclosureData`](https://w3c.github.io/vc-di-bbs/#createdisclosuredata), steps 7 and 8."
2472451717,brianorwhatever,2024-11-13T05:48:12+00:00,"Yep got it, thanks"
