comment_id,user,date,body
2491150877,peacekeeper,2024-11-21T13:27:25+00:00,"@trwnh Thanks for reporting this, I agree this is a bug that should be fixed."
2491787973,w3cbot,2024-11-21T17:01:20+00:00,This was discussed during the [#did meeting on 21 November 2024](https://www.w3.org/2024/11/21-did-minutes.html#605f).
